asktime,ask,bidtime,bid
7/14/2017 19:30,48,7/14/2017 19:30,47.98
7/14/2017 16:30,47.93,7/14/2017 16:30,47.91
7/14/2017 16:30,47.92,7/14/2017 16:30,47.9
7/14/2017 16:30,47.93,7/14/2017 16:30,47.91
7/14/2017 16:30,47.94,7/14/2017 16:30,47.92
7/14/2017 16:30,47.95,7/14/2017 16:30,47.93
7/14/2017 16:30,47.93,7/14/2017 16:30,47.91
7/14/2017 16:30,47.94,7/14/2017 16:30,47.92
7/14/2017 16:29,47.93,7/14/2017 16:29,47.91
7/14/2017 16:29,47.94,7/14/2017 16:29,47.92
7/14/2017 16:29,47.95,7/14/2017 16:29,47.93
7/14/2017 16:29,47.97,7/14/2017 16:29,47.95
7/14/2017 16:29,47.96,7/14/2017 16:29,47.94
7/14/2017 16:29,47.98,7/14/2017 16:29,47.96
7/14/2017 16:29,47.99,7/14/2017 16:29,47.97
7/14/2017 16:29,48,7/14/2017 16:29,47.98
7/14/2017 16:29,48.01,7/14/2017 16:29,47.99
7/14/2017 16:29,48.02,7/14/2017 16:29,48
7/14/2017 16:29,48.03,7/14/2017 16:29,48.01
7/14/2017 16:29,48.01,7/14/2017 16:29,47.99
7/14/2017 16:29,48.02,7/14/2017 16:29,48
7/14/2017 16:29,48.03,7/14/2017 16:29,48.01
7/14/2017 16:29,48.02,7/14/2017 16:29,48
7/14/2017 16:29,48.04,7/14/2017 16:29,48.02
7/14/2017 16:29,48.03,7/14/2017 16:29,48.01
7/14/2017 16:29,48.04,7/14/2017 16:29,48.02
7/14/2017 16:29,48.05,7/14/2017 16:29,48.03
7/14/2017 16:29,48.06,7/14/2017 16:29,48.04
7/14/2017 16:29,48.09,7/14/2017 16:29,48.07
7/14/2017 16:29,48.08,7/14/2017 16:29,48.06
7/14/2017 16:29,48.07,7/14/2017 16:29,48.05
7/14/2017 16:29,48.05,7/14/2017 16:29,48.03
7/14/2017 16:29,48.04,7/14/2017 16:29,48.02
7/14/2017 16:29,48.06,7/14/2017 16:29,48.04
7/14/2017 16:29,48.05,7/14/2017 16:29,48.03
7/14/2017 16:29,48.06,7/14/2017 16:29,48.04
7/14/2017 16:29,48.07,7/14/2017 16:29,48.05
7/14/2017 16:28,48.08,7/14/2017 16:28,48.06
7/14/2017 16:28,48.09,7/14/2017 16:28,48.07
7/14/2017 16:28,48.1,7/14/2017 16:28,48.08
7/14/2017 16:28,48.09,7/14/2017 16:28,48.07
7/14/2017 16:28,48.1,7/14/2017 16:28,48.08
7/14/2017 16:28,48.09,7/14/2017 16:28,48.07
7/14/2017 16:28,48.08,7/14/2017 16:28,48.06
7/14/2017 16:28,48.09,7/14/2017 16:28,48.07
7/14/2017 16:28,48.1,7/14/2017 16:28,48.08
7/14/2017 16:27,48.11,7/14/2017 16:27,48.09
7/14/2017 16:27,48.1,7/14/2017 16:27,48.08
7/14/2017 16:27,48.11,7/14/2017 16:27,48.09
7/14/2017 16:27,48.12,7/14/2017 16:27,48.1
7/14/2017 16:27,48.13,7/14/2017 16:27,48.11
7/14/2017 16:27,48.14,7/14/2017 16:27,48.12
7/14/2017 16:27,48.15,7/14/2017 16:27,48.13
7/14/2017 16:27,48.14,7/14/2017 16:27,48.12
7/14/2017 16:26,48.13,7/14/2017 16:26,48.11
7/14/2017 16:26,48.12,7/14/2017 16:26,48.1
7/14/2017 16:26,48.1,7/14/2017 16:26,48.08
7/14/2017 16:26,48.09,7/14/2017 16:26,48.07
7/14/2017 16:26,48.11,7/14/2017 16:26,48.09
7/14/2017 16:26,48.09,7/14/2017 16:26,48.07
7/14/2017 16:26,48.1,7/14/2017 16:26,48.08
7/14/2017 16:26,48.11,7/14/2017 16:26,48.09
7/14/2017 16:26,48.1,7/14/2017 16:26,48.08
7/14/2017 16:26,48.11,7/14/2017 16:26,48.09
7/14/2017 16:26,48.12,7/14/2017 16:26,48.1
7/14/2017 16:26,48.11,7/14/2017 16:26,48.09
7/14/2017 16:26,48.13,7/14/2017 16:26,48.11
7/14/2017 16:26,48.12,7/14/2017 16:26,48.1
7/14/2017 16:26,48.13,7/14/2017 16:26,48.11
7/14/2017 16:26,48.14,7/14/2017 16:26,48.12
7/14/2017 16:26,48.12,7/14/2017 16:26,48.1
7/14/2017 16:26,48.16,7/14/2017 16:26,48.14
7/14/2017 16:26,48.15,7/14/2017 16:26,48.13
7/14/2017 16:26,48.14,7/14/2017 16:26,48.12
7/14/2017 16:26,48.13,7/14/2017 16:26,48.11
7/14/2017 16:26,48.12,7/14/2017 16:26,48.1
7/14/2017 16:26,48.13,7/14/2017 16:26,48.11
7/14/2017 16:26,48.12,7/14/2017 16:26,48.1
7/14/2017 16:26,48.11,7/14/2017 16:26,48.09
7/14/2017 16:25,48.1,7/14/2017 16:25,48.08
7/14/2017 16:25,48.09,7/14/2017 16:25,48.07
7/14/2017 16:25,48.07,7/14/2017 16:25,48.05
7/14/2017 16:25,48.08,7/14/2017 16:25,48.06
7/14/2017 16:25,48.07,7/14/2017 16:25,48.05
7/14/2017 16:25,48.06,7/14/2017 16:25,48.04
7/14/2017 16:25,48.08,7/14/2017 16:25,48.06
7/14/2017 16:25,48.07,7/14/2017 16:25,48.05
7/14/2017 16:25,48.05,7/14/2017 16:25,48.03
7/14/2017 16:25,48.04,7/14/2017 16:25,48.02
7/14/2017 16:25,48.05,7/14/2017 16:25,48.03
7/14/2017 16:25,48.06,7/14/2017 16:25,48.04
7/14/2017 16:25,48.07,7/14/2017 16:25,48.05
7/14/2017 16:25,48.08,7/14/2017 16:25,48.06
7/14/2017 16:25,48.07,7/14/2017 16:25,48.05
7/14/2017 16:25,48.06,7/14/2017 16:25,48.04
7/14/2017 16:24,48.05,7/14/2017 16:24,48.03
7/14/2017 16:24,48.06,7/14/2017 16:24,48.04
7/14/2017 16:24,48.07,7/14/2017 16:24,48.05
7/14/2017 16:24,48.06,7/14/2017 16:24,48.04
7/14/2017 16:24,48.07,7/14/2017 16:24,48.05
7/14/2017 16:24,48.08,7/14/2017 16:24,48.06
7/14/2017 16:24,48.07,7/14/2017 16:24,48.05
7/14/2017 16:24,48.06,7/14/2017 16:24,48.04
7/14/2017 16:24,48.07,7/14/2017 16:24,48.05
7/14/2017 16:24,48.06,7/14/2017 16:24,48.04
7/14/2017 16:24,48.04,7/14/2017 16:24,48.02
7/14/2017 16:24,48.02,7/14/2017 16:24,48
7/14/2017 16:24,48.03,7/14/2017 16:24,48.01
7/14/2017 16:24,48.02,7/14/2017 16:24,48
7/14/2017 16:24,48.03,7/14/2017 16:24,48.01
7/14/2017 16:24,48.02,7/14/2017 16:24,48
7/14/2017 16:24,48.01,7/14/2017 16:24,47.99
7/14/2017 16:24,48.02,7/14/2017 16:24,48
7/14/2017 16:23,48.03,7/14/2017 16:23,48.01
7/14/2017 16:23,48.04,7/14/2017 16:23,48.02
7/14/2017 16:23,48.03,7/14/2017 16:23,48.01
7/14/2017 16:23,48.04,7/14/2017 16:23,48.02
7/14/2017 16:23,48.05,7/14/2017 16:23,48.03
7/14/2017 16:23,48.06,7/14/2017 16:23,48.04
7/14/2017 16:22,48.07,7/14/2017 16:22,48.05
7/14/2017 16:22,48.06,7/14/2017 16:22,48.04
7/14/2017 16:22,48.07,7/14/2017 16:22,48.05
7/14/2017 16:22,48.06,7/14/2017 16:22,48.04
7/14/2017 16:22,48.07,7/14/2017 16:22,48.05
7/14/2017 16:22,48.08,7/14/2017 16:22,48.06
7/14/2017 16:21,48.07,7/14/2017 16:21,48.05
7/14/2017 16:21,48.08,7/14/2017 16:21,48.06
7/14/2017 16:21,48.09,7/14/2017 16:21,48.07
7/14/2017 16:21,48.08,7/14/2017 16:21,48.06
7/14/2017 16:21,48.07,7/14/2017 16:21,48.05
7/14/2017 16:21,48.08,7/14/2017 16:21,48.06
7/14/2017 16:21,48.09,7/14/2017 16:21,48.07
7/14/2017 16:21,48.07,7/14/2017 16:21,48.05
7/14/2017 16:21,48.08,7/14/2017 16:21,48.06
7/14/2017 16:21,48.07,7/14/2017 16:21,48.05
7/14/2017 16:21,48.06,7/14/2017 16:21,48.04
7/14/2017 16:21,48.05,7/14/2017 16:21,48.03
7/14/2017 16:21,48.06,7/14/2017 16:21,48.04
7/14/2017 16:21,48.05,7/14/2017 16:21,48.03
7/14/2017 16:21,48.04,7/14/2017 16:21,48.02
7/14/2017 16:20,48.03,7/14/2017 16:20,48.01
7/14/2017 16:20,48.04,7/14/2017 16:20,48.02
7/14/2017 16:20,48.05,7/14/2017 16:20,48.03
7/14/2017 16:20,48.04,7/14/2017 16:20,48.02
7/14/2017 16:20,48.03,7/14/2017 16:20,48.01
7/14/2017 16:19,48.04,7/14/2017 16:19,48.02
7/14/2017 16:19,48.05,7/14/2017 16:19,48.03
7/14/2017 16:19,48.03,7/14/2017 16:19,48.01
7/14/2017 16:19,48.04,7/14/2017 16:19,48.02
7/14/2017 16:19,48.05,7/14/2017 16:19,48.03
7/14/2017 16:19,48.04,7/14/2017 16:19,48.02
7/14/2017 16:19,48.03,7/14/2017 16:19,48.01
7/14/2017 16:18,48.04,7/14/2017 16:18,48.02
7/14/2017 16:18,48.06,7/14/2017 16:18,48.04
7/14/2017 16:18,48.04,7/14/2017 16:18,48.02
7/14/2017 16:18,48.05,7/14/2017 16:18,48.03
7/14/2017 16:18,48.06,7/14/2017 16:18,48.04
7/14/2017 16:18,48.07,7/14/2017 16:18,48.05
7/14/2017 16:18,48.04,7/14/2017 16:18,48.02
7/14/2017 16:18,48.05,7/14/2017 16:18,48.03
7/14/2017 16:18,48.03,7/14/2017 16:18,48.01
7/14/2017 16:18,48.04,7/14/2017 16:18,48.02
7/14/2017 16:18,48.03,7/14/2017 16:18,48.01
7/14/2017 16:17,48.04,7/14/2017 16:17,48.02
7/14/2017 16:17,48.05,7/14/2017 16:17,48.03
7/14/2017 16:17,48.03,7/14/2017 16:17,48.01
7/14/2017 16:17,48.02,7/14/2017 16:17,48
7/14/2017 16:17,48.01,7/14/2017 16:17,47.99
7/14/2017 16:17,48.02,7/14/2017 16:17,48
7/14/2017 16:17,48.01,7/14/2017 16:17,47.99
7/14/2017 16:17,48.02,7/14/2017 16:17,48
7/14/2017 16:17,48.03,7/14/2017 16:17,48.01
7/14/2017 16:17,48.04,7/14/2017 16:17,48.02
7/14/2017 16:17,48.03,7/14/2017 16:17,48.01
7/14/2017 16:17,48.04,7/14/2017 16:17,48.02
7/14/2017 16:16,48.05,7/14/2017 16:16,48.03
7/14/2017 16:16,48.06,7/14/2017 16:16,48.04
7/14/2017 16:16,48.07,7/14/2017 16:16,48.05
7/14/2017 16:16,48.09,7/14/2017 16:16,48.07
7/14/2017 16:16,48.08,7/14/2017 16:16,48.06
7/14/2017 16:16,48.07,7/14/2017 16:16,48.05
7/14/2017 16:16,48.06,7/14/2017 16:16,48.04
7/14/2017 16:16,48.07,7/14/2017 16:16,48.05
7/14/2017 16:16,48.06,7/14/2017 16:16,48.04
7/14/2017 16:16,48.07,7/14/2017 16:16,48.05
7/14/2017 16:16,48.08,7/14/2017 16:16,48.06
7/14/2017 16:16,48.09,7/14/2017 16:16,48.07
7/14/2017 16:16,48.1,7/14/2017 16:16,48.08
7/14/2017 16:16,48.09,7/14/2017 16:16,48.07
7/14/2017 16:16,48.1,7/14/2017 16:16,48.08
7/14/2017 16:15,48.09,7/14/2017 16:15,48.07
7/14/2017 16:15,48.1,7/14/2017 16:15,48.08
7/14/2017 16:15,48.08,7/14/2017 16:15,48.06
7/14/2017 16:15,48.09,7/14/2017 16:15,48.07
7/14/2017 16:15,48.1,7/14/2017 16:15,48.08
7/14/2017 16:15,48.12,7/14/2017 16:15,48.1
7/14/2017 16:15,48.11,7/14/2017 16:15,48.09
7/14/2017 16:15,48.12,7/14/2017 16:15,48.1
7/14/2017 16:15,48.11,7/14/2017 16:15,48.09
7/14/2017 16:15,48.1,7/14/2017 16:15,48.08
7/14/2017 16:15,48.09,7/14/2017 16:15,48.07
7/14/2017 16:15,48.08,7/14/2017 16:15,48.06
7/14/2017 16:15,48.07,7/14/2017 16:15,48.05
7/14/2017 16:15,48.06,7/14/2017 16:15,48.04
7/14/2017 16:15,48.05,7/14/2017 16:15,48.03
7/14/2017 16:15,48.04,7/14/2017 16:15,48.02
7/14/2017 16:15,48.02,7/14/2017 16:15,48
7/14/2017 16:15,48.03,7/14/2017 16:15,48.01
7/14/2017 16:14,48.05,7/14/2017 16:14,48.03
7/14/2017 16:14,48.04,7/14/2017 16:14,48.02
7/14/2017 16:14,48.05,7/14/2017 16:14,48.03
7/14/2017 16:14,48.08,7/14/2017 16:14,48.06
7/14/2017 16:14,48.07,7/14/2017 16:14,48.05
7/14/2017 16:13,48.08,7/14/2017 16:13,48.06
7/14/2017 16:13,48.09,7/14/2017 16:13,48.07
7/14/2017 16:13,48.08,7/14/2017 16:13,48.06
7/14/2017 16:13,48.07,7/14/2017 16:13,48.05
7/14/2017 16:13,48.08,7/14/2017 16:13,48.06
7/14/2017 16:13,48.09,7/14/2017 16:13,48.07
7/14/2017 16:13,48.1,7/14/2017 16:13,48.08
7/14/2017 16:13,48.09,7/14/2017 16:13,48.07
7/14/2017 16:13,48.08,7/14/2017 16:13,48.06
7/14/2017 16:13,48.09,7/14/2017 16:13,48.07
7/14/2017 16:13,48.08,7/14/2017 16:13,48.06
7/14/2017 16:13,48.07,7/14/2017 16:13,48.05
7/14/2017 16:13,48.06,7/14/2017 16:13,48.04
7/14/2017 16:13,48.07,7/14/2017 16:13,48.05
7/14/2017 16:12,48.06,7/14/2017 16:12,48.04
7/14/2017 16:12,48.07,7/14/2017 16:12,48.05
7/14/2017 16:12,48.06,7/14/2017 16:12,48.04
7/14/2017 16:12,48.07,7/14/2017 16:12,48.05
7/14/2017 16:12,48.06,7/14/2017 16:12,48.04
7/14/2017 16:12,48.05,7/14/2017 16:12,48.03
7/14/2017 16:12,48.04,7/14/2017 16:12,48.02
7/14/2017 16:12,48.05,7/14/2017 16:12,48.03
7/14/2017 16:12,48.04,7/14/2017 16:12,48.02
7/14/2017 16:12,48.05,7/14/2017 16:12,48.03
7/14/2017 16:12,48.06,7/14/2017 16:12,48.04
7/14/2017 16:12,48.05,7/14/2017 16:12,48.03
7/14/2017 16:12,48.04,7/14/2017 16:12,48.02
7/14/2017 16:12,48.05,7/14/2017 16:12,48.03
7/14/2017 16:11,48.06,7/14/2017 16:11,48.04
7/14/2017 16:11,48.07,7/14/2017 16:11,48.05
7/14/2017 16:11,48.06,7/14/2017 16:11,48.04
7/14/2017 16:11,48.05,7/14/2017 16:11,48.03
7/14/2017 16:11,48.04,7/14/2017 16:11,48.02
7/14/2017 16:11,48.03,7/14/2017 16:11,48.01
7/14/2017 16:11,48.04,7/14/2017 16:11,48.02
7/14/2017 16:11,48.03,7/14/2017 16:11,48.01
7/14/2017 16:10,48.02,7/14/2017 16:10,48
7/14/2017 16:10,48.03,7/14/2017 16:10,48.01
7/14/2017 16:10,48.02,7/14/2017 16:10,48
7/14/2017 16:10,48.03,7/14/2017 16:10,48.01
7/14/2017 16:10,48.04,7/14/2017 16:10,48.02
7/14/2017 16:10,48.03,7/14/2017 16:10,48.01
7/14/2017 16:10,48.02,7/14/2017 16:10,48
7/14/2017 16:10,48.04,7/14/2017 16:10,48.02
7/14/2017 16:10,48.03,7/14/2017 16:10,48.01
7/14/2017 16:10,48.01,7/14/2017 16:10,47.99
7/14/2017 16:10,48.02,7/14/2017 16:10,48
7/14/2017 16:10,48.01,7/14/2017 16:10,47.99
7/14/2017 16:10,48,7/14/2017 16:10,47.98
7/14/2017 16:10,47.99,7/14/2017 16:10,47.97
7/14/2017 16:10,48,7/14/2017 16:10,47.98
7/14/2017 16:10,47.99,7/14/2017 16:10,47.97
7/14/2017 16:10,47.98,7/14/2017 16:10,47.96
7/14/2017 16:10,47.97,7/14/2017 16:10,47.95
7/14/2017 16:10,47.98,7/14/2017 16:10,47.96
7/14/2017 16:10,47.97,7/14/2017 16:10,47.95
7/14/2017 16:10,47.98,7/14/2017 16:10,47.96
7/14/2017 16:10,47.99,7/14/2017 16:10,47.97
7/14/2017 16:10,47.98,7/14/2017 16:10,47.96
7/14/2017 16:09,48,7/14/2017 16:09,47.98
7/14/2017 16:09,47.99,7/14/2017 16:09,47.97
7/14/2017 16:09,47.98,7/14/2017 16:09,47.96
7/14/2017 16:09,47.99,7/14/2017 16:09,47.97
7/14/2017 16:09,48,7/14/2017 16:09,47.98
7/14/2017 16:09,47.99,7/14/2017 16:09,47.97
7/14/2017 16:09,47.98,7/14/2017 16:09,47.96
7/14/2017 16:09,47.99,7/14/2017 16:09,47.97
7/14/2017 16:09,48.01,7/14/2017 16:09,47.99
7/14/2017 16:09,48,7/14/2017 16:09,47.98
7/14/2017 16:09,47.99,7/14/2017 16:09,47.97
7/14/2017 16:09,48.01,7/14/2017 16:09,47.99
7/14/2017 16:09,48,7/14/2017 16:09,47.98
7/14/2017 16:09,47.99,7/14/2017 16:09,47.97
7/14/2017 16:09,48,7/14/2017 16:09,47.98
7/14/2017 16:09,47.99,7/14/2017 16:09,47.97
7/14/2017 16:09,47.98,7/14/2017 16:09,47.96
7/14/2017 16:09,47.97,7/14/2017 16:09,47.95
7/14/2017 16:09,47.96,7/14/2017 16:09,47.94
7/14/2017 16:09,47.95,7/14/2017 16:09,47.93
7/14/2017 16:09,47.94,7/14/2017 16:09,47.92
7/14/2017 16:09,47.95,7/14/2017 16:09,47.93
7/14/2017 16:09,47.94,7/14/2017 16:09,47.92
7/14/2017 16:08,47.95,7/14/2017 16:08,47.93
7/14/2017 16:08,47.96,7/14/2017 16:08,47.94
7/14/2017 16:08,47.95,7/14/2017 16:08,47.93
7/14/2017 16:08,47.96,7/14/2017 16:08,47.94
7/14/2017 16:07,47.95,7/14/2017 16:07,47.93
7/14/2017 16:07,47.94,7/14/2017 16:07,47.92
7/14/2017 16:07,47.95,7/14/2017 16:07,47.93
7/14/2017 16:07,47.94,7/14/2017 16:07,47.92
7/14/2017 16:07,47.95,7/14/2017 16:07,47.93
7/14/2017 16:07,47.96,7/14/2017 16:07,47.94
7/14/2017 16:07,47.95,7/14/2017 16:07,47.93
7/14/2017 16:07,47.94,7/14/2017 16:07,47.92
7/14/2017 16:07,47.95,7/14/2017 16:07,47.93
7/14/2017 16:07,47.96,7/14/2017 16:07,47.94
7/14/2017 16:07,47.97,7/14/2017 16:07,47.95
7/14/2017 16:06,47.96,7/14/2017 16:06,47.94
7/14/2017 16:06,47.97,7/14/2017 16:06,47.95
7/14/2017 16:06,47.96,7/14/2017 16:06,47.94
7/14/2017 16:06,47.95,7/14/2017 16:06,47.93
7/14/2017 16:06,47.94,7/14/2017 16:06,47.92
7/14/2017 16:06,47.93,7/14/2017 16:06,47.91
7/14/2017 16:06,47.92,7/14/2017 16:06,47.9
7/14/2017 16:06,47.94,7/14/2017 16:06,47.92
7/14/2017 16:05,47.92,7/14/2017 16:05,47.9
7/14/2017 16:05,47.93,7/14/2017 16:05,47.91
7/14/2017 16:05,47.92,7/14/2017 16:05,47.9
7/14/2017 16:05,47.91,7/14/2017 16:05,47.89
7/14/2017 16:05,47.9,7/14/2017 16:05,47.88
7/14/2017 16:05,47.89,7/14/2017 16:05,47.87
7/14/2017 16:05,47.88,7/14/2017 16:05,47.86
7/14/2017 16:05,47.87,7/14/2017 16:05,47.85
7/14/2017 16:05,47.86,7/14/2017 16:05,47.84
7/14/2017 16:05,47.87,7/14/2017 16:05,47.85
7/14/2017 16:05,47.86,7/14/2017 16:05,47.84
7/14/2017 16:05,47.85,7/14/2017 16:05,47.83
7/14/2017 16:05,47.84,7/14/2017 16:05,47.82
7/14/2017 16:05,47.83,7/14/2017 16:05,47.81
7/14/2017 16:05,47.84,7/14/2017 16:05,47.82
7/14/2017 16:04,47.85,7/14/2017 16:04,47.83
7/14/2017 16:04,47.86,7/14/2017 16:04,47.84
7/14/2017 16:04,47.85,7/14/2017 16:04,47.83
7/14/2017 16:04,47.86,7/14/2017 16:04,47.84
7/14/2017 16:04,47.87,7/14/2017 16:04,47.85
7/14/2017 16:04,47.86,7/14/2017 16:04,47.84
7/14/2017 16:04,47.87,7/14/2017 16:04,47.85
7/14/2017 16:04,47.86,7/14/2017 16:04,47.84
7/14/2017 16:04,47.87,7/14/2017 16:04,47.85
7/14/2017 16:04,47.86,7/14/2017 16:04,47.84
7/14/2017 16:04,47.85,7/14/2017 16:04,47.83
7/14/2017 16:04,47.84,7/14/2017 16:04,47.82
7/14/2017 16:04,47.85,7/14/2017 16:04,47.83
7/14/2017 16:04,47.86,7/14/2017 16:04,47.84
7/14/2017 16:04,47.85,7/14/2017 16:04,47.83
7/14/2017 16:04,47.86,7/14/2017 16:04,47.84
7/14/2017 16:04,47.85,7/14/2017 16:04,47.83
7/14/2017 16:04,47.84,7/14/2017 16:04,47.82
7/14/2017 16:03,47.85,7/14/2017 16:03,47.83
7/14/2017 16:03,47.86,7/14/2017 16:03,47.84
7/14/2017 16:03,47.87,7/14/2017 16:03,47.85
7/14/2017 16:03,47.86,7/14/2017 16:03,47.84
7/14/2017 16:03,47.85,7/14/2017 16:03,47.83
7/14/2017 16:03,47.84,7/14/2017 16:03,47.82
7/14/2017 16:03,47.83,7/14/2017 16:03,47.81
7/14/2017 16:03,47.82,7/14/2017 16:03,47.8
7/14/2017 16:03,47.83,7/14/2017 16:03,47.81
7/14/2017 16:03,47.82,7/14/2017 16:03,47.8
7/14/2017 16:03,47.83,7/14/2017 16:03,47.81
7/14/2017 16:03,47.82,7/14/2017 16:03,47.8
7/14/2017 16:03,47.81,7/14/2017 16:03,47.79
7/14/2017 16:03,47.83,7/14/2017 16:03,47.81
7/14/2017 16:03,47.81,7/14/2017 16:03,47.79
7/14/2017 16:02,47.82,7/14/2017 16:02,47.8
7/14/2017 16:02,47.83,7/14/2017 16:02,47.81
7/14/2017 16:02,47.84,7/14/2017 16:02,47.82
7/14/2017 16:02,47.85,7/14/2017 16:02,47.83
7/14/2017 16:02,47.84,7/14/2017 16:02,47.82
7/14/2017 16:02,47.85,7/14/2017 16:02,47.83
7/14/2017 16:02,47.84,7/14/2017 16:02,47.82
7/14/2017 16:02,47.83,7/14/2017 16:02,47.81
7/14/2017 16:02,47.82,7/14/2017 16:02,47.8
7/14/2017 16:02,47.81,7/14/2017 16:02,47.79
7/14/2017 16:02,47.8,7/14/2017 16:02,47.78
7/14/2017 16:02,47.81,7/14/2017 16:02,47.79
7/14/2017 16:02,47.8,7/14/2017 16:02,47.78
7/14/2017 16:02,47.79,7/14/2017 16:02,47.77
7/14/2017 16:02,47.8,7/14/2017 16:02,47.78
7/14/2017 16:02,47.78,7/14/2017 16:02,47.76
7/14/2017 16:02,47.8,7/14/2017 16:02,47.78
7/14/2017 16:02,47.79,7/14/2017 16:02,47.77
7/14/2017 16:02,47.77,7/14/2017 16:02,47.75
7/14/2017 16:02,47.78,7/14/2017 16:02,47.76
7/14/2017 16:02,47.77,7/14/2017 16:02,47.75
7/14/2017 16:01,47.76,7/14/2017 16:01,47.74
7/14/2017 16:01,47.77,7/14/2017 16:01,47.75
7/14/2017 16:01,47.79,7/14/2017 16:01,47.77
7/14/2017 16:01,47.78,7/14/2017 16:01,47.76
7/14/2017 16:01,47.79,7/14/2017 16:01,47.77
7/14/2017 16:01,47.8,7/14/2017 16:01,47.78
7/14/2017 16:01,47.79,7/14/2017 16:01,47.77
7/14/2017 16:01,47.78,7/14/2017 16:01,47.76
7/14/2017 16:01,47.79,7/14/2017 16:01,47.77
7/14/2017 16:01,47.8,7/14/2017 16:01,47.78
7/14/2017 16:01,47.79,7/14/2017 16:01,47.77
7/14/2017 16:01,47.78,7/14/2017 16:01,47.76
7/14/2017 16:01,47.79,7/14/2017 16:01,47.77
7/14/2017 16:01,47.78,7/14/2017 16:01,47.76
7/14/2017 16:01,47.77,7/14/2017 16:01,47.75
7/14/2017 16:01,47.75,7/14/2017 16:01,47.73
7/14/2017 16:01,47.76,7/14/2017 16:01,47.74
7/14/2017 16:01,47.78,7/14/2017 16:01,47.76
7/14/2017 16:01,47.77,7/14/2017 16:01,47.75
7/14/2017 16:01,47.78,7/14/2017 16:01,47.76
7/14/2017 16:01,47.81,7/14/2017 16:01,47.79
7/14/2017 16:00,47.8,7/14/2017 16:00,47.78
7/14/2017 16:00,47.79,7/14/2017 16:00,47.77
7/14/2017 16:00,47.8,7/14/2017 16:00,47.78
7/14/2017 16:00,47.79,7/14/2017 16:00,47.77
7/14/2017 16:00,47.78,7/14/2017 16:00,47.76
7/14/2017 16:00,47.77,7/14/2017 16:00,47.75
7/14/2017 16:00,47.76,7/14/2017 16:00,47.74
7/14/2017 16:00,47.75,7/14/2017 16:00,47.73
7/14/2017 16:00,47.76,7/14/2017 16:00,47.74
7/14/2017 16:00,47.72,7/14/2017 16:00,47.7
7/14/2017 16:00,47.73,7/14/2017 16:00,47.71
7/14/2017 16:00,47.74,7/14/2017 16:00,47.72
7/14/2017 16:00,47.75,7/14/2017 16:00,47.73
7/14/2017 16:00,47.74,7/14/2017 16:00,47.72
7/14/2017 16:00,47.75,7/14/2017 16:00,47.73
7/14/2017 16:00,47.74,7/14/2017 16:00,47.72
7/14/2017 16:00,47.75,7/14/2017 16:00,47.73
7/14/2017 16:00,47.78,7/14/2017 16:00,47.76
7/14/2017 16:00,47.79,7/14/2017 16:00,47.77
7/14/2017 16:00,47.8,7/14/2017 16:00,47.78
7/14/2017 16:00,47.81,7/14/2017 16:00,47.79
7/14/2017 16:00,47.82,7/14/2017 16:00,47.8
7/14/2017 16:00,47.81,7/14/2017 16:00,47.79
7/14/2017 16:00,47.8,7/14/2017 16:00,47.78
7/14/2017 16:00,47.81,7/14/2017 16:00,47.79
7/14/2017 16:00,47.83,7/14/2017 16:00,47.81
7/14/2017 16:00,47.84,7/14/2017 16:00,47.82
7/14/2017 16:00,47.85,7/14/2017 16:00,47.83
7/14/2017 15:59,47.84,7/14/2017 15:59,47.82
7/14/2017 15:59,47.83,7/14/2017 15:59,47.81
7/14/2017 15:59,47.84,7/14/2017 15:59,47.82
7/14/2017 15:59,47.85,7/14/2017 15:59,47.83
7/14/2017 15:59,47.86,7/14/2017 15:59,47.84
7/14/2017 15:59,47.85,7/14/2017 15:59,47.83
7/14/2017 15:59,47.84,7/14/2017 15:59,47.82
7/14/2017 15:59,47.85,7/14/2017 15:59,47.83
7/14/2017 15:59,47.84,7/14/2017 15:59,47.82
7/14/2017 15:59,47.83,7/14/2017 15:59,47.81
7/14/2017 15:59,47.84,7/14/2017 15:59,47.82
7/14/2017 15:59,47.85,7/14/2017 15:59,47.83
7/14/2017 15:59,47.84,7/14/2017 15:59,47.82
7/14/2017 15:59,47.85,7/14/2017 15:59,47.83
7/14/2017 15:59,47.86,7/14/2017 15:59,47.84
7/14/2017 15:59,47.85,7/14/2017 15:59,47.83
7/14/2017 15:59,47.86,7/14/2017 15:59,47.84
7/14/2017 15:59,47.85,7/14/2017 15:59,47.83
7/14/2017 15:59,47.86,7/14/2017 15:59,47.84
7/14/2017 15:58,47.88,7/14/2017 15:58,47.86
7/14/2017 15:58,47.87,7/14/2017 15:58,47.85
7/14/2017 15:58,47.86,7/14/2017 15:58,47.84
7/14/2017 15:58,47.87,7/14/2017 15:58,47.85
7/14/2017 15:58,47.88,7/14/2017 15:58,47.86
7/14/2017 15:58,47.87,7/14/2017 15:58,47.85
7/14/2017 15:58,47.88,7/14/2017 15:58,47.86
7/14/2017 15:58,47.9,7/14/2017 15:58,47.88
7/14/2017 15:58,47.91,7/14/2017 15:58,47.89
7/14/2017 15:58,47.92,7/14/2017 15:58,47.9
7/14/2017 15:58,47.91,7/14/2017 15:58,47.89
7/14/2017 15:58,47.89,7/14/2017 15:58,47.87
