"Index","spread","long_wti","long_brent","neither","brent","wti","b.spread","w.spread","position_wti","position_brent","cash","trade_made","brentcf","wticf","brent_paid","wti_paid","wti_value","brent_value","portfolio_value","wti_delta","brent_delta","portfolio_returns","log_portfolio_returns","simplemod_portfolio_returns","netcash"
2017-08-02,-1.355414625135,1,0,0,47.5,45.55,0.019999999999996,0.0300000000000011,5000,-4366.30349967809,87711.6080290354,1,4147.11506399425,-4556.5,47.5,45.55,227750,-207399.416234709,108062.191794326,7544,-5645.63042508377,0.0139714725553778,0.013874771198657,0.0139714725553779,-409.384936005752
2017-08-02,-1.29158225222448,1,0,0,46.11,44.4,0.0200000000000031,0.119999999999997,5100,-4453.62956967166,87291.3398557386,1,4025.7318267032,-4446,46.11,44.4,226440,-205356.85945756,108374.480398179,-1310,2042.55677714941,0.0028898969997479,0.00288572927501278,0.00288989699974795,-420.268173296803
2017-08-02,-1.39470380815495,1,0,0,47.19,45.24,0.019999999999996,0.100000000000001,5200,-4540.95563966522,86882.3838380348,1,4120.04398229624,-4529,47.19,45.24,235248,-214287.696635802,107842.687202233,8808,-8930.83717824155,-0.0049069964994659,-0.00491907533686431,-0.00490699649946591,-408.956017703757
2017-08-02,-1.87161244613307,1,0,0,47.53,45.06,0.0200000000000031,0.100000000000001,5300,-4628.28170965878,86521.1186841289,1,4149.73484609405,-4511,47.53,45.06,238818,-219982.229660082,105356.889024047,3570,-5694.53302428019,-0.0230502247549211,-0.0233200353793956,-0.0230502247549211,-361.265153905945
2017-08-02,-1.77117991716332,1,0,0,47.06,44.75,0.0200000000000031,0.0999999999999943,5400,-4715.60777965234,86149.810277326,1,4108.69159319708,-4480,47.06,44.75,241650,-221916.502110439,105883.308166887,2832,-1934.27245035738,0.00499653271576337,0.0049840914710213,0.00499653271576328,-371.308406802919
2017-08-02,-1.52260155112341,1,0,0,47.68,45.54,0.019999999999996,0.100000000000001,5500,-4802.9338496459,85753.644033919,1,4162.83375659309,-4559,47.68,45.54,250470,-229003.885951117,107219.758082802,8820,-7087.38384067747,0.0126219131140971,0.012542920764017,0.012621913114097,-396.166243406911
2017-08-02,-1.90910785404035,1,0,0,48.97,46.28,0.019999999999996,0.100000000000001,5600,-4890.25991963946,85396.1284208038,1,4275.48438688478,-4633,48.97,46.28,259168,-239476.028264745,105088.100156059,8698,-10472.1423136279,-0.0198812044054132,-0.0200814946695929,-0.0198812044054132,-357.515613115216
2017-08-02,-2.06930738586266,1,0,0,51.73,48.53,0.019999999999996,0.100000000000001,5700,-4977.58598963303,85054.6327608708,1,4516.50434006701,-4858,51.73,48.53,276621,-257490.523243716,104185.109517154,17453,-18014.4949789718,-0.00859270114850165,-0.00862983125663709,-0.00859270114850164,-341.495659932986
2017-08-02,-2.59958567387297,1,0,0,51.57,47.86,0.019999999999996,0.0999999999999943,5800,-5064.91205962659,84766.1649297389,1,4502.53216886804,-4791,51.57,47.86,277588,-261197.514914943,101156.650014796,967,-3706.99167122671,-0.0290680646821226,-0.0294989106576674,-0.0290680646821226,-288.467831131956
2017-08-02,-2.03876590679635,1,0,0,52.76,49.46,0.0200000000000031,0.100000000000001,5900,-5152.23812962015,84421.6151218993,1,4606.45019216038,-4951,52.76,49.46,291814,-271832.083718759,104403.53140314,14226,-10634.568803816,0.0320975574801016,0.03159319503342,0.0320975574801015,-344.549807839618
2017-08-02,-1.20875080984206,1,0,0,52.05,49.67,0.0200000000000031,0.100000000000001,6000,-5239.56419961371,83994.0638043642,1,4544.44868246495,-4972,52.05,49.67,298020,-272719.316589894,109294.747214471,6206,-887.232871134591,0.046849141457137,0.0457848350285668,0.046849141457137,-427.551317535046
2017-08-02,-1.6667273089985,1,0,0,49.62,47.09,0.0200000000000031,0.100000000000001,6100,-5326.89026960727,83612.3101367448,1,4332.2463323806,-4714,49.62,47.09,287249,-264320.295177913,106541.014958832,-10771,8399.02141198079,-0.0251954675391208,-0.0255183076103,-0.0251954675391208,-381.753667619401
2017-08-02,-0.668242796100872,1,0,0,48.03,46.7,0.019999999999996,0.100000000000001,6200,-5414.21633960083,83130.7080178356,1,4193.39788109084,-4675,48.03,46.7,289540,-260044.810791028,112625.897226808,2291,4275.48438688478,0.0571130495643095,0.0555416543992004,0.0571130495643095,-481.602118909164
2017-08-02,-0.83430147309379,1,0,0,48.14,46.63,0.019999999999996,0.100000000000001,6300,-5501.5424095944,82665.7117666258,1,4203.00374879013,-4668,48.14,46.63,293769,-264844.251597874,111590.460168752,4229,-4799.44080684613,-0.00919359653109648,-0.00923611845997759,-0.00919359653109653,-464.996251209873
2017-08-02,-2.04488824302298,1,0,0,49.24,46.38,0.0200000000000031,0.100000000000001,6400,-5588.86847958796,82321.7741924088,1,4299.06242578305,-4643,49.24,46.38,296832,-275195.883934911,103957.890257498,3063,-10351.6323370368,-0.0683980503325419,-0.0708496481580633,-0.068398050332542,-343.937574216954
2017-08-02,-1.39559906000302,1,0,0,49.55,47.3,0.0300000000000011,0.100000000000001,6500,-5676.19454958152,81912.4710695399,1,4325.69687713108,-4735,49.55,47.3,307450,-281255.439931764,108107.031137776,10618,-6059.55599685322,0.0399117457078118,0.0391358496561417,0.0399117457078118,-409.303122868919
2017-08-02,-1.03034505313242,1,0,0,47.54,45.91,0.019999999999996,0.100000000000001,6600,-5763.52061957508,81467.0791763339,1,4150.60810679399,-4596,47.54,45.91,303006,-273997.770254599,110475.308921734,-4444,7257.66967716487,0.0219067877365039,0.0216702818847404,0.0219067877365038,-445.39189320601
2017-08-02,-0.349340851187785,1,0,0,46.68,45.84,0.0200000000000031,0.100000000000001,6700,-5850.84668956864,80953.5868629334,1,4075.50768659953,-4589,46.68,45.84,307128,-273117.523469064,114964.063393869,4122,880.246785535128,0.0406312914256223,0.0398275399828076,0.0406312914256224,-513.492313400473
2017-08-02,-0.698630034207747,1,0,0,46.37,45.22,0.0200000000000031,0.100000000000001,6800,-5938.17275956221,80475.0234678349,1,4048.43660490152,-4527,46.37,45.22,307496,-275353.070860899,112617.952606935,368,-2235.54739183519,-0.0204073404999252,-0.0206184472967621,-0.0204073404999252,-478.563395098477
2017-08-02,-1.28060824418843,1,0,0,46.67,44.9,0.0200000000000031,0.100000000000001,6900,-6025.49882955577,80054.6578937345,1,4074.63442589959,-4495,46.67,44.9,309810,-281210.030375368,108654.627518367,2314,-5856.95951446821,-0.0351926579805761,-0.0358268431507086,-0.0351926579805761,-420.365574100408
2017-08-02,-2.1570843531968,1,0,0,46.54,43.91,0.019999999999996,0.25,7000,-6112.82489954933,79714.439930535,1,4063.28203680043,-4403.5,46.54,43.91,307370,-284490.870825026,102593.569105509,-2440,-3280.84044965811,-0.0557827913204444,-0.0573990453639799,-0.0557827913204444,-340.217963199571
2017-08-02,-2.36186054023479,1,0,0,45.95,43.19,0.019999999999996,0.300000000000004,7100,-6200.15096954289,79392.1995860392,1,4011.75965550423,-4334,45.95,43.19,306649,-284896.937050496,101144.262535543,-721,-406.066225470044,-0.0141266804791178,-0.0142274118214057,-0.0141266804791178,-322.240344495773
2017-08-02,-2.16720840024766,1,0,0,45.75,43.21,0.019999999999996,0.100000000000001,7200,-6287.47703953645,79060.4940275447,1,3994.29444150551,-4326,45.75,43.21,311112,-287652.074558793,102520.419468752,4463,-2755.13750829687,0.0136058823180903,0.0135141533999122,0.0136058823180902,-331.705558494485
2017-08-02,-1.21992762111697,1,0,0,47.78,45.93,0.0200000000000031,0.0999999999999943,7300,-6374.80310953001,78634.0603911371,1,4171.56636359245,-4598,47.78,45.93,335289,-304588.092573344,109334.967817793,24177,-16936.0180145514,0.0664701567195414,0.0643542760900648,0.0664701567195414,-426.433636407554
2017-08-02,-0.815553769140147,1,0,0,47.42,46.02,0.0200000000000031,0.100000000000001,7400,-6462.12917952358,78167.1893695319,1,4140.12897839476,-4607,47.42,46.02,340548,-306434.165693008,112281.023676524,5259,-1846.07311966392,0.0269452300351013,0.026588599470868,0.0269452300351014,-466.871021605237
2017-08-02,-1.10881446907577,1,0,0,48.42,46.6,0.0200000000000031,0.100000000000001,7500,-6549.45524951714,77729.6444179202,1,4227.45504838832,-4665,48.42,46.6,349500,-317124.62318162,110105.0212363,8952,-10690.4574886118,-0.0193799661685704,-0.0195702197968367,-0.0193799661685704,-437.544951611675
2017-08-02,-1.24824279610088,1,0,0,48.03,46.12,0.0200000000000031,0.100000000000001,7600,-6636.7813195107,77306.0422990111,1,4193.39788109084,-4617,48.03,46.12,350512,-318764.606776099,109053.435522912,1012,-1639.9835944791,-0.00955075165129318,-0.00959665257251143,-0.00955075165129315,-423.602118909164
2017-08-02,0.0489290329332501,0,0,1,48.56,47.88,0.019999999999996,0.100000000000001,7600,-6636.7813195107,77306.0422990111,0,0,0,48.03,46.12,363888,-322282.10087544,118911.941423571,13376,-3517.49409934069,0.0904006907566707,0.0865452348892284,0.0904006907566708,0
2017-08-02,-0.0352603841755528,0,0,1,46.87,46.32,0.019999999999996,0.0999999999999943,7600,-6636.7813195107,77306.0422990111,0,0,0,48.03,46.12,352032,-311065.940445466,118272.101853545,-11856,11216.1604299732,-0.00538078482587125,-0.00539531338869234,-0.00538078482587123,0
2017-08-02,-1.10272559817426,1,0,0,46.89,45.27,0.0200000000000031,0.100000000000001,7700,-6724.10738950426,76867.8884603092,1,4093.84616129818,-4532,46.89,45.27,348579,-315293.395493855,110153.492966454,-3453,-4227.45504838839,-0.0686434819357774,-0.0711131340155384,-0.0686434819357774,-438.153838701824
2017-08-02,-1.30172139622963,1,0,0,46.03,44.32,0.019999999999996,0.0999999999999943,7800,-6811.43345949782,76449.6342014129,1,4018.74574110371,-4437,46.03,44.32,345696,-313530.282140685,108615.352060728,-2883,1763.11335317005,-0.0139636144465673,-0.0140620228763617,-0.0139636144465674,-418.254258896288
2017-08-02,-1.42861493725345,1,0,0,45.66,43.87,0.019999999999996,0.100000000000001,7900,-6898.75952949138,76044.069296619,1,3986.43509520609,-4392,45.66,43.87,346573,-314997.360116577,107619.709180042,877,-1467.07797589182,-0.00916668649316768,-0.00920895909523535,-0.00916668649316765,-405.564904793906
2017-08-02,-1.33059314723414,1,0,0,45.96,44.23,0.019999999999996,0.100000000000001,8000,-6986.08559948495,75628.7022128232,1,4012.63291620416,-4428,45.96,44.23,353840,-321080.494152328,108388.208060495,7267,-6083.13403575151,0.00714087490393596,0.00711549958643792,0.00714087490393589,-415.367083795837
2017-08-02,-1.76353026829659,1,0,0,44.99,42.95,0.0200000000000031,0.100000000000001,8100,-7073.41166947851,75256.6288411336,1,3927.92662831041,-4300,44.99,42.95,347895,-318232.791009838,104918.837831296,-5945,2847.70314249001,-0.0320087423833339,-0.032532223134085,-0.032008742383334,-372.073371689592
2017-08-02,-1.10475237043436,1,0,0,42.85,41.74,0.019999999999996,0.100000000000001,8200,-7160.73773947207,74818.6776796578,1,3741.04883852419,-4179,42.85,41.74,342268,-306837.612136378,110249.06554328,-5627,11395.1788734599,0.0508033430617566,0.0495549602685691,0.0508033430617567,-437.951161475814
2017-08-02,-1.32515470549552,1,0,0,41.9,40.69,0.019999999999996,0.100000000000001,8300,-7248.06380946563,74402.7667516881,1,3658.0890720303,-4074,41.9,40.69,337727,-303693.87361661,108435.893135078,-4541,3143.73851976823,-0.0164461476318789,-0.0165828868125972,-0.0164461476318789,-415.910927969698
2017-08-02,-0.265293849500674,0,0,1,41.82,41.68,0.0200000000000031,0.0999999999999943,8300,-7248.06380946563,74402.7667516881,0,0,0,41.9,40.69,345944,-303114.028511853,117232.738239835,8217,579.845104757231,0.0811248457537859,0.0780020229725767,0.0811248457537859,0
2017-08-02,-0.682604822539952,1,0,0,41.21,40.73,0.019999999999996,0.100000000000001,8400,-7335.38987945919,73922.6008354229,1,3597.83408373474,-4078,41.21,40.73,342132,-302291.416932513,113763.183902909,-3812,822.611579339369,-0.0295954388596456,-0.0300422210950469,-0.0295954388596456,-480.165916265255
