date,price
26/08/2016,49.49
30/08/2016,47.7
31/08/2016,46.06
01/09/2016,44.99
02/09/2016,45.99
05/09/2016,46.65
06/09/2016,46.54
07/09/2016,48.1
08/09/2016,49.15
09/09/2016,47.53
12/09/2016,47.4
13/09/2016,46.66
14/09/2016,45.34
15/09/2016,45.43
16/09/2016,44.9
19/09/2016,45.06
20/09/2016,45.75
21/09/2016,46.21
22/09/2016,46.76
23/09/2016,45.21
26/09/2016,46.4
27/09/2016,45.4
28/09/2016,47.98
29/09/2016,48.34
30/09/2016,48.61
03/10/2016,48.36
04/10/2016,49.33
05/10/2016,49.45
06/10/2016,50.37
07/10/2016,50.14
10/10/2016,51.28
11/10/2016,50.38
12/10/2016,49.27
13/10/2016,49.69
14/10/2016,49.24
17/10/2016,49.71
18/10/2016,50.51
19/10/2016,51.46
20/10/2016,50.39
21/10/2016,50.47
24/10/2016,50.01
25/10/2016,48.36
26/10/2016,48.62
27/10/2016,49
28/10/2016,47.15
31/10/2016,46.69
01/11/2016,45.57
02/11/2016,44.91
03/11/2016,44.05
04/11/2016,43.03
07/11/2016,43.38
08/11/2016,43.37
09/11/2016,44.18
10/11/2016,43.55
11/11/2016,42
14/11/2016,42.78
15/11/2016,44.83
16/11/2016,44.67
17/11/2016,44.22
18/11/2016,44.95
21/11/2016,46.55
22/11/2016,46.61
23/11/2016,46.74
24/11/2016,47.36
25/11/2016,45.85
28/11/2016,46.29
29/11/2016,44.64
30/11/2016,49.34
01/12/2016,52.09
02/12/2016,52.63
05/12/2016,52.92
06/12/2016,52.31
07/12/2016,51.5
08/12/2016,52.18
09/12/2016,52.43
12/12/2016,52.9
13/12/2016,52.82
14/12/2016,51.82
15/12/2016,52.54
16/12/2016,54.27
19/12/2016,53.59
20/12/2016,54.35
21/12/2016,52.49
22/12/2016,53.85
23/12/2016,53.95
28/12/2016,54.66
29/12/2016,56.09
30/12/2016,55.2
03/01/2017,54.55
04/01/2017,55.14
05/01/2017,55.72
06/01/2017,56.07
09/01/2017,53.86
10/01/2017,52.64
11/01/2017,53.75
12/01/2017,54.67
13/01/2017,54.28
16/01/2017,54.5
17/01/2017,54.35
18/01/2017,52.88
19/01/2017,53.31
20/01/2017,55.7
23/01/2017,54.78
24/01/2017,54.27
25/01/2017,54.29
26/01/2017,55.68
27/01/2017,54.89
30/01/2017,54.63
31/01/2017,55.57
01/02/2017,55.72
02/02/2017,55.9
03/02/2017,55.76
06/02/2017,54.78
07/02/2017,53.15
08/02/2017,54.27
09/02/2017,54.16
10/02/2017,55.06
13/02/2017,54.3
14/02/2017,54.55
15/02/2017,54.37
16/02/2017,54.47
17/02/2017,54.86
20/02/2017,55.21
21/02/2017,55.98
22/02/2017,55.42
23/02/2017,55.6
24/02/2017,54.62
27/02/2017,54.5
28/02/2017,53.96
01/03/2017,55.36
02/03/2017,53.91
03/03/2017,54.43
06/03/2017,54.67
07/03/2017,54.19
08/03/2017,51.69
09/03/2017,51.13
10/03/2017,50.2
13/03/2017,49.94
14/03/2017,50.67
15/03/2017,51.11
16/03/2017,50.75
17/03/2017,50.64
20/03/2017,50.64
21/03/2017,49.91
22/03/2017,50.26
23/03/2017,50.18
24/03/2017,50.19
27/03/2017,50.22
28/03/2017,50.56
29/03/2017,51.68
30/03/2017,52.16
31/03/2017,52.34
03/04/2017,52.09
04/04/2017,53.26
05/04/2017,53.24
06/04/2017,53.88
07/04/2017,54.34
10/04/2017,54.94
11/04/2017,55.27
12/04/2017,54.48
13/04/2017,55.06
17/04/2017,54.65
18/04/2017,52.38
19/04/2017,51.04
20/04/2017,50.79
21/04/2017,49.98
24/04/2017,49.46
25/04/2017,49.64
26/04/2017,49.26
27/04/2017,50.51
28/04/2017,50.41
02/05/2017,49.07
03/05/2017,49.13
04/05/2017,46.86
05/05/2017,47.31
08/05/2017,47.43
09/05/2017,47.16
10/05/2017,48.32
11/05/2017,49.01
12/05/2017,49.32
15/05/2017,51.01
16/05/2017,50.57
17/05/2017,51.54
18/05/2017,51.75
19/05/2017,52.86
22/05/2017,53.23
23/05/2017,53.33
24/05/2017,53.31
25/05/2017,50.69
26/05/2017,51.29
29/05/2017,51.43
30/05/2017,51.13
31/05/2017,49.97
01/06/2017,49.33
02/06/2017,48.6
05/06/2017,48.62
06/06/2017,48.85
07/06/2017,46.9
08/06/2017,46.23
09/06/2017,46.49
12/06/2017,46.72
13/06/2017,46.98
14/06/2017,45.47
15/06/2017,45.53
16/06/2017,45.89
19/06/2017,45.51
20/06/2017,44.35
21/06/2017,43.68
22/06/2017,44.06
23/06/2017,44.1
26/06/2017,44.51
27/06/2017,45.52
28/06/2017,46.76
29/06/2017,46.76
30/06/2017,47.22
03/07/2017,49.08
04/07/2017,49.12
05/07/2017,47.75
06/07/2017,47.36
07/07/2017,46.29
10/07/2017,46.31
11/07/2017,47.84
12/07/2017,46.65
13/07/2017,47.59
14/07/2017,48.15
17/07/2017,48.25
